brand_name,validated,brand_parent_occurances,parent_company_name,id,brand_total_count,brand_frequency
afia,true,1,kevian kenya,https://www.tuko.co.ke/business-economy/449655-kimani-rugendo-meet-billionaire-afia-juice-2-companies-owns/,320,4
aficionado,false,1,central affirmative company inc.,central affirmative company inc.,1,1
afiya,false,1,watercom,q67808808,43,5
africa beach bar,false,1,africa beach bar,africa beach bar,1,1
africa ice,false,1,africa ice,africa ice,1,1
africafe,false,1,"africafe, africatee and cofees","africafe, africatee and cofees",2,1
african fruit,false,1,bakhresa group,q27961785,81,5
african fruiti,false,1,african fruit,african fruit,17,1
african fruits,false,1,bakhresa group,q27961785,60,5
african fruti,false,1,bakhresa group,q27961785,20,5
african frutti,false,1,bakhresa group,q27961785,5,3
african pride,false,1,gudrei consumer goods,gudrei consumer goods,1,1
african pride tea bag,false,1,african pride tea bag,african pride tea bag,345,1
afriquia,false,1,afriquia,afriquia,1,1
afriquia gaz,false,1,afriquia,afriquia,15,2
afro care,true,1,unbranded,unbranded,350,2
afro- lait,false,1,afro- lait,afro- lait,2,1
afroa premium gin,false,1,afroa premium gin,afroa premium gin,1,1
afroditi,false,1,afroditi,afroditi,2,1
after eight,false,1,nestlé,q160746,3,2
afya,true,1,oilcom group,http://oilcomgroup.co.tz/,6453,36
afya drinking water,false,1,watercom,q67808808,12,1
afya mango,false,1,afya mango,afya mango,23,3
afya water,true,1,watercom ltd,https://www.oilcomtz.com/pages/about-us,654,5
aga,false,1,aga,aga,2,1
agad,false,1,agad company ltd,agad company ltd,242,1
agar-agar lumba lumba,false,1,ethoz,ethoz,1,1
agarwal,false,1,agarwalsweets,agarwalsweets,1,1
agbara bitters,false,1,agbara bitters,agbara bitters,8,2
agd,false,1,agd,agd,4,1
agelanggeng,false,1,agelanggeng,agelanggeng,4,1
ageless,true,1,unbranded,unbranded,1,1
agentx,false,1,unbranded,unbranded,1,1
agi,false,1,agi,agi,1,1
agios ermolaos,false,1,dianomi nerou agios ermolaos,dianomi nerou agios ermolaos,4,4
agios nikolaos water,false,1,agios nikolaos water,agios nikolaos water,66,1
agna group,false,1,"glina, ivi","glina, ivi",4,1
agnesia antibacterial powder,false,1,apex healthcare ltd,apex healthcare ltd,1,1
agogo,true,1,confiteca,https://confitecaencasa.com/index.php?route=product/category&path=144,217,3
agraria,false,1,agraria,agraria,1,1
agricultural chemical unknown,true,1,unbranded,unbranded,1,1
agrochemicals,true,1,unbranded,unbranded,1,1
agrochemicals fitosanitario,false,1,agrochemicals fitosanitario,agrochemicals fitosanitario,1,1
agros,true,1,photos photiades group,https://photiadesgroup.com/agros/,113,6
agros water,false,1,"agros water, agros water","agros water, agros water",48,2
agua,false,1,leyde,q105964192,1,1
agua azul,false,1,"agua azul sa, agua azul sa","agua azul sa, agua azul sa",8,2
agua bes,false,1,agua bes,agua bes,1,1
agua casa cardenas,false,1,casa cardenas,casa cardenas,1,1
agua cielo,false,1,tee mccc wax,q4699710,42,2
agua consum,false,1,consum,consum,7,1
agua cortes,false,1,agua cortes,agua cortes,2,2
agua cristal,false,1,cristal,cristal,1,1
agua cristalina,false,1,agua cristalina,agua cristalina,21,2
agua cuevas,false,1,corporaciã³n hijos de rivera,corporaciã³n hijos de rivera,2,1
agua das pedras,false,1,agua das pedras,agua das pedras,2,2
agua de cevas,false,1,aqua de cuevas,aqua de cuevas,7,1
agua de la costa,false,1,agua de la costa,agua de la costa,1,1
agua de las misiones,false,1,agua de las misiones,agua de las misiones,1,1
agua de los ángeles,false,1,the coca-cola company,q3295867,1,1
agua el pinar,false,1,el pinar,el pinar,2,1
agua envasada mimo's,false,1,hielo y agua purificada mimos,hielo y agua purificada mimos,1,1
agua king,false,1,the coca-cola company,q3295867,1,1
agua la serreta,false,1,la serreta,la serreta,3,1
agua mineral pureza vital nestle,false,1,nestlé,q160746,1,1
agua nestle,false,1,nestlé,q160746,1,1
agua peã±aclara,false,1,agua peã±aclara,agua peã±aclara,4,2
agua sierra gredos,false,1,aqua doy,aqua doy,1,1
agua spark,false,1,spark,spark,1,1
agua springs,false,1,agua springs,agua springs,9,2
agua são martinho,false,1,agua são martinho,agua são martinho,1,1
agua vida,false,1,agua vida,agua vida,8,1
aguafiel,false,1,frutafiel,frutafiel,1,1
aguafit,false,1,other brand,other brand,5,1
aguantadora,false,1,cooperativa agrícola mixta de monte carlo,cooperativa agrícola mixta de monte carlo,1,1
aguardente velho carreiro,false,1,stringhi industria e comercio de aguardente ltda,stringhi industria e comercio de aguardente ltda,3,1
aguardiente,false,1,aguardiente,aguardiente,2,1
aguardiente anitioqueño,false,1,unbranded,unbranded,1,1
aguas la michoacan,false,1,la michoacana,la michoacana,1,1
aguas la michoacana,false,1,la michoacana,la michoacana,1,1
aguas las tarascas,false,1,las tarascas,las tarascas,3,2
aguazul,false,1,pepsico,q334800,42,9
aguila,false,1,grupo arcor,q380022,13,2
"aguila, club colombia, poker",true,1,unbranded,unbranded,1712,2
agung,true,1,unbranded,unbranded,1,1
agusha,false,1,pepsico,q334800,8,7
ah cola,false,1,ah cola,ah cola,2,1
ah huat - white coffee,false,1,ah huat - white coffee,ah huat - white coffee,1,1
aha,false,1,aha,aha,1,1
ahacc,false,1,"kao co., ltd - vietnam","kao co., ltd - vietnam",3,1
ahack,false,1,kao corporation,q902855,2,1
ahenfie,false,1,ahenfie water co,ahenfie water co,3,1
ahh,false,1,nabati group,q19727082,7,5
ahh wafer,false,1,kaldu sari nabati,kaldu sari nabati,2,1
ahir,false,1,yeni magazacilik,yeni magazacilik,1,1
ahlan ice,false,1,"ahlan ice, minesota traders ltd","ahlan ice, minesota traders ltd",16,2
ahmad tea,false,1,ahmad tea,ahmad tea,1,1
ahoj brause,false,1,katjes fassin gmbh & co. kg,katjes fassin gmbh & co. kg,5,1
ai si,false,1,ai si,ai si,1,1
ai zhi ji,false,1,ai zhi ji,ai zhi ji,1,1
aibė,false,1,aibė,q1022952,2,2
aice,true,1,mengniu dairy,q985475,261,66
aice coffee,false,1,pt aice,pt aice,1,1
aice ice cream,false,1,aice,aice,4,1
aice icecream pop,false,1,aice,aice,2,1
aice miki-miki,false,1,alpen food industry,alpen food industry,13,1
aice mochi,false,1,wall's,wall's,1,1
aigle,false,1,aigle,q404391,1,1
aiguebelle,false,1,omnipar - aiguebelle,omnipar - aiguebelle,1,1
aiken sanitiser wipro unza,false,1,wipro unza group,wipro unza group,1,1
aikido,false,1,cty tnhh dd tatra,cty tnhh dd tatra,1,1
aila,false,1,danone,q329426,1,1
aim,false,1,unilever,q157062,1,1
aim biscuits,false,1,aneka indomakmur,aneka indomakmur,1,1
ain atlas,false,1,les eaux minã©rales d'oulmã¨s,les eaux minã©rales d'oulmã¨s,18,14
ain ifrane,false,1,société des boissons du maroc,q2924068,90,7
ain saiss,false,1,société des boissons du maroc,q2924068,35,15
ain soltane,false,1,"eaux minerales al karama, ynna holding - groupe chaabi","eaux minerales al karama, ynna holding - groupe chaabi",14,4
aini,false,1,hubei china tobacco industry co. ltd,hubei china tobacco industry co. ltd,1,1
ainsworth pet,false,1,ainsworth pet,ainsworth pet,74,1
ainsworth pet nutrition,false,1,ainsworth pet nutrition,ainsworth pet nutrition,1,1
air bar lux,false,1,suorin,suorin,1,1
air canada,false,1,air canada,air canada,1,1
air heads,false,1,perfetti van melle,q612524,3,2
air jagung ketagih,false,1,air jagung ketagih,air jagung ketagih,1,1
air karangasem,false,1,other brand,other brand,55,1
air marqo,false,1,air marqo,air marqo,1,1
air max,false,1,nike,nike,1,1
air mineral,false,1,le mineral,le mineral,1,1
air mineral 212,false,1,air mineral,air mineral,11,1
air mineral indomart,true,1,unbranded,unbranded,1,1
air mineral jembercity,false,1,tujuh impian bersama,tujuh impian bersama,1,1
air mineral ruteng,false,1,air mineral ruteng,air mineral ruteng,43,1
air mineral tirta,false,1,air mineral,air mineral,1,1
air minum kanjuruhan,false,1,perumda tirta kanjuruhan,perumda tirta kanjuruhan,1,1
air minum nuri pop mie pop ice ko boy es kopi susu joyo boyo surya mie taro french fried 2000 wafer superstar kapal api better kris bee glico wings komo milkita wafer selamat kul kul jajan miku sari roti hura indomie zylufc es krim magnus jajan ribut sukr,false,1,air minum nuri pop mie pop ice ko boy es kopi susu joyo boyo surya mie taro french fried 2000 wafer superstar kapal api better kris bee glico wings komo milkita wafer selamat kul kul jajan miku sari roti hura indomie zylufc es krim magnus jajan ribut sukr,air minum nuri pop mie pop ice ko boy es kopi susu joyo boyo surya mie taro french fried 2000 wafer superstar kapal api better kris bee glico wings komo milkita wafer selamat kul kul jajan miku sari roti hura indomie zylufc es krim magnus jajan ribut sukr,106,1
air nagekeo,false,1,cv tunggal jaya nagekeo flores,cv tunggal jaya nagekeo flores,28,1
air plus,false,1,storopack,q2352271,3,3
air space,false,1,air space,air space,1,1
air speed,false,1,air-speed inc,q4697618,3,2
air us,false,1,air us,air us,1,1
airatu,false,1,"airatu, melody lestari madani","airatu, melody lestari madani",2,2
aircup,false,1,danone,q329426,1,1
airhead,false,1,perfetti van melle,q612524,6,6
airheads,false,1,perfetti van melle,q612524,77,29
airheads strawberry,true,1,unbranded,unbranded,1,1
airon,false,1,airon,airon,1,1
airplus,false,1,"airplus, airplus","airplus, airplus",3,3
airspace,false,1,air space,air space,1,1
airspeed,false,1,airspeed ltd.,q409101,3,3
airwave,false,1,airwave,q4699058,1,1
airwaves,false,1,"mars, incorporated",q695087,18,11
airwaves (wrigley),false,1,airwaves (wrigley),airwaves (wrigley),3,1
airways,false,1,"airways, mars wrigley","airways, mars wrigley",4,4
airwick,false,1,reckitt benckiser,reckitt benckiser,1,1
aitschler,false,1,aitschler,aitschler,2,1
aizon,false,1,cv sumber air mutiara,cv sumber air mutiara,11,1
ajanta pharma ltd.,false,1,ajanta pharma ltd.,ajanta pharma ltd.,1,1
ajax,false,1,colgate-palmolive company,q609466,5,4
aje,false,1,tee mccc wax,q4699710,77,11
aje (big cola y cifrut),false,1,aje (big cola y cifrut),aje (big cola y cifrut),9,1
aje big,false,1,"ajethai co., ltd.","ajethai co., ltd.",47,6
ajethai,false,1,ajethai,ajethai,20,1
aji - ngon,false,1,ajinomoto,q412826,6,1
aji - quick,false,1,ajinomoto,q412826,8,1
aji ngon,false,1,ajinomoto,ajinomoto,2,1
aji quick,false,1,ajinomoto,ajinomoto,1,1
ajiib,false,1,satoria agro (richwell),satoria agro (richwell),1,1
ajinomoto,true,1,ajinomoto,q412826,626,56
ajinomoto ginisa flavored seasoning mix,false,1,ajinomoto philippines corp,ajinomoto philippines corp,1,1
ajinomoto oyster sauce,false,1,ajinomoto philippines corp,ajinomoto philippines corp,1,1
ajinomoto phils. corp.,false,1,ajinomoto,q412826,4,1
ajinomoto umami seasoning,false,1,ajinomoto,q412826,32,1
ajinomoto vitsin,false,1,ajinomoto,q412826,19,4
ak's water,false,1,ak's water company,ak's water company,8,1
akabare,false,1,manasha thai food pvt. ltd.,manasha thai food pvt. ltd.,28,1
akboriya family white bread,false,1,akboriya bread and biscuit factory,akboriya bread and biscuit factory,6,1
ake,false,1,"other brand, ake, sumber ayu makanan segar","other brand, ake, sumber ayu makanan segar",124,7
akiko,false,1,liwayway holdings company limited,liwayway holdings company limited,8,1
akippi,true,1,unbranded,unbranded,3,1
akira,false,1,akira,akira,1,1
akita (sverige),false,1,akita,akita,1,1
akkond,false,1,akkond,akkond,1,1
aklilan ice,false,1,aklilan ice,aklilan ice,6,1
aknaz koy,false,1,aknaz koy,aknaz koy,1,1
akofa water,false,1,akofa water,akofa water,39,1
akogate,false,1,akogate still water,akogate still water,1,1
akogate still water,true,1,akogate group,https://www.instagram.com/akogate/?hl=en,211,1
akosombo ice,false,1,akosombo ice,akosombo ice,15,1
akshara,false,1,akshara milk products private limited,akshara milk products private limited,1,1
aktif,false,1,aktif,aktif,1,1
aktif maya,false,1,dr oetker,dr oetker,1,1
aktimel,false,1,danone,q329426,1,1
aktivia,false,1,danone,q329426,2,1
akualole,false,1,akumal srl,akumal srl,1,1
akums drugs,false,1,akums drugs & pharmaceuticals,akums drugs & pharmaceuticals,8,1
akvile still,false,1,akvile still,akvile still,3,1
akvilė,false,1,akvilė,akvilė,1,1
akyudum,false,1,"akyudum, akyudum.com","akyudum, akyudum.com",4,1
al adwak almaghribia,false,1,al adwak almaghribia,al adwak almaghribia,1,1
al ain,false,1,al ramah national general trading and contracting,al ramah national general trading and contracting,45,2
al boustane,false,1,moroccan food processing - groupe el eulj,moroccan food processing - groupe el eulj,1,1
al capone,false,1,al capone,al capone,1,1
al fakher,false,1,"al fakher, al fakher","al fakher, al fakher",2,2
al faysal,false,1,al faysal industrial group,al faysal industrial group,1,1
al hamama,false,1,al hamama,al hamama,1,1
al hayi,false,1,"al hayi sari, comoros","al hayi sari, comoros",1,1
al hijra,false,1,al hijra,al hijra,1,1
al kazzi,false,1,al kazzi,al kazzi,4,1
al marai,false,1,al marai,al marai,9,1
al premium,false,1,al premium foods,al premium foods,1,1
al qodiri,false,1,tujuh impian bersama,tujuh impian bersama,7,1
al sanabil natural co.,false,1,al sanabil natural co.,al sanabil natural co.,1,1
al tibah,false,1,al tibah,al tibah,1,1
al wafra,false,1,al wafra,al wafra,1,1
al waha,false,1,al waha,al waha,1,1
al watania,false,1,al watania,al watania,10,1
al-rawdatain,false,1,al-rawdatain water bottling company,al-rawdatain water bottling company,4,2
ala,false,1,unilever,q157062,6,5
ala deedo,false,1,ala deedo,ala deedo,24,2
ala fresh,true,1,unbranded,unbranded,5,1
alabason water,false,1,alabason beverage,alabason beverage,1,1
alacam,false,1,alacam,alacam,1,1
aladdin,false,1,aladdin group,aladdin group,2,1
aladin,false,1,aladinmall,aladinmall,1,1
alain,false,1,alain,alain,7,2
alam beiji,false,1,ud anugerah alam - jembarana,ud anugerah alam - jembarana,13,1
alam beji,false,1,ud. anugerah alam,ud. anugerah alam,90,1
alambra,false,1,petrou bros dairy products,petrou bros dairy products,1,1
alami,false,1,wismilak group,q12524650,1,1
alami kretek,false,1,wismilak group,wismilak group,1,1
alapson,false,1,alapson,alapson,1,1
alara,false,1,alara,alara,1,1
alaska,true,1,alaska milk corporation,q4708565,253,10
alaska milk corp.,false,1,alaska corporation,alaska corporation,6,4
alaska powdered milk,false,1,"alaska, alaska powdered milk","alaska, alaska powdered milk",14,2
alazanskaya dolina,false,1,alazanskaya dolina,alazanskaya dolina,1,1
alba,false,1,akzonobel,q50912,2,2
albal,false,1,albal,albal,5,1
albane,false,1,albane,albane,1,1
albanese,false,1,albanese confector co,albanese confector co,2,1
albanese gummi bears,false,1,albanese candy,albanese candy,1,1
albani,false,1,royal unibrew a/s,royal unibrew a/s,2,1
albert hazelnut waffer,false,1,albert hazelnut waffer,albert hazelnut waffer,1,1
albert heijn,false,1,albert heijn,q1653985,16,2
alberto's pizza,false,1,alberto's pizza,alberto's pizza,4,1
albertsons,false,1,cerberus capital management,q289362,3,2
albino,true,1,unbranded,unbranded,1,1
albión,false,1,albión latinoamericana sa,albión latinoamericana sa,1,1
alboroto,true,1,unbranded,unbranded,1,1
alcampo,false,1,alcampo,alcampo,3,1
alcatel,false,1,tcl communication,q47519819,1,1
alco protect,false,1,porta hermanos s.a.,porta hermanos s.a.,1,1
alcoholera de zapopan,false,1,alcoholera de zapopan,alcoholera de zapopan,2,2
aldag,false,1,aldag,aldag,1,1
aldaris,false,1,aldaris,q4033686,26,3
"aldaris premium zelta, as aldaris""""",false,1,aldaris,aldaris,1,1
alde,true,1,unbranded,unbranded,2,1
aldi,true,1,aldi,q125054,141,54
aldi (aqueo spring water),false,1,aldi (aqueo spring water),aldi (aqueo spring water),1,1
aldi aquavale,false,1,aldi einkauf gmbh & co. ohg,aldi einkauf gmbh & co. ohg,2,1
aldi bilmont biscuits,false,1,aldi,q125054,1,1
aldi foodie fresh,false,1,aldi foodie fresh,aldi foodie fresh,1,1
aldi snackrite,false,1,aldi snackrite,aldi snackrite,1,1
aldor,false,1,aldor,aldor,14,2
ale - ale,false,1,wings,q12524596,2,1
ale ale,true,1,wings,q12524596,218,21
ale wings food,false,1,ale wings food,ale wings food,4,1
ale-ale,true,1,wings,q12524596,805,72
alembic,false,1,alembic pharmaceuticals ltd,q28451082,1,1
alenka,false,1,ob'edinennye proizvoditeli,ob'edinennye proizvoditeli,1,1
aleo vera,false,1,alcosa,alcosa,3,1
alesto,false,1,schwarz gruppe,q712034,6,4
alesto almonds,false,1,schwarz gruppe,q712034,1,1
alete,false,1,bwk gmbh unternehmensbeteiligungsgesellschaft,bwk gmbh unternehmensbeteiligungsgesellschaft,2,1
alete bewusst,false,1,dmk group,dmk group,1,1
"alexx ðšð¾ð½ñœñðº, ð’ð¸ñ€ð¾ð±ð½ð¸ðº ð”ñ–ð¼ ðœð°ñ€ð¾ñ‡ð½ð¸ñ… ðšð¾ð½ñœñðºñ–ð² ð¢ð°ð²ñ€ñ–ñ",false,1,"alexx ðšð¾ð½ñœñðº, ð’ð¸ñ€ð¾ð±ð½ð¸ðº ð”ñ–ð¼ ðœð°ñ€ð¾ñ‡ð½ð¸ñ… ðšð¾ð½ñœñðºñ–ð² ð¢ð°ð²ñ€ñ–ñ","alexx ðšð¾ð½ñœñðº, ð’ð¸ñ€ð¾ð±ð½ð¸ðº ð”ñ–ð¼ ðœð°ñ€ð¾ñ‡ð½ð¸ñ… ðšð¾ð½ñœñðºñ–ð² ð¢ð°ð²ñ€ñ–ñ",1,1
alfa mart,false,1,alfamart,alfamart,1,1
alfa pure,true,1,unbranded,unbranded,23,1
alfaisal,false,1,alfaisal,alfaisal,3,1
alfajor cerro azul,false,1,cerro azul cordoba,cerro azul cordoba,1,1
alfajor dietético,false,1,ceral alimentos diet,ceral alimentos diet,1,1
alfamart,false,1,alfamart,alfamart,33,8
alfaysal,false,1,alfaisal,alfaisal,3,1
alfi,false,1,alfi,alfi,1,1
algemarin,false,1,germany,germany,1,1
algida,false,1,unilever,q157062,16,7
alham,false,1,alham,alham,2,1
ali baba wafer package,false,1,alibaba,alibaba,1,1
ali mudhish,false,1,oman food stuff factory,oman food stuff factory,1,1
alibaba,false,1,alibaba group,q1359568,47,6
alibaba co.,false,1,alibaba co.,alibaba co.,2,1
alibaba corn chips,false,1,"alibaba, alibaba corn chips","alibaba, alibaba corn chips",32,2
alibaba sweet corn,true,1,unbranded,unbranded,4,1
alicafe,false,1,"alicafe, alicafe arabia","alicafe, alicafe arabia",2,2
alicante,false,1,la virginia,la virginia,5,2
alice,false,1,alvin food,alvin food,1,1
alice ice,false,1,alice ice,alice ice,7,1
alien,false,1,area 51 fireworks,area 51 fireworks,2,1
alife,true,1,unbranded,unbranded,2,2
alikis greek tavern,false,1,alikis greek tavern,alikis greek tavern,1,1
alimentos maravilla,false,1,alimentos maravilla,alimentos maravilla,5,1
alin cup cake,false,1,alin food products ltd,alin food products ltd,2,1
alita,false,1,alita,q1974967,1,1
alivaria,false,1,baltica,baltica,2,1
aliya,false,1,aliya water supply,aliya water supply,3,1
aliño,false,1,ile,ile,1,1
aljabri,false,1,aljabri plastics,aljabri plastics,1,1
aljabri plastic uae,false,1,aljabri plastic uae,aljabri plastic uae,1,1
alka,true,1,other brand,other brand,9,6
alka-seltzer,false,1,alka-seltzer,alka-seltzer,1,1
alkad hexicor (hand rub),false,1,alkad laboratories,alkad laboratories,11,1
alkad nt germ,false,1,alkad laboratories,alkad laboratories,13,1
